ID,COUNTRY,ISO,ADMIN_LEVEL_NAME,PCODE,REGION,LOG_TYPE,CATEGORY,MEASURE,TARGETED_POP_GROUP,NON_COMPLIANCE,DATE_IMPLEMENTED
191,Congo DR,COD,,,Africa,Introduction / extension of measures,Public health measures,Introduction of isolation and quarantine policies,Yes,Not applicable,10/03/2020
204,Congo DR,COD,,,Africa,Introduction / extension of measures,Public health measures,Health screenings in airports and border crossings,No,Not applicable,10/03/2020
1127,Congo DR,COD,,,Africa,Introduction / extension of measures,Social distancing,Schools closure,No,Not applicable,18/03/2020
1128,Congo DR,COD,,,Africa,Introduction / extension of measures,Social distancing,Limit public gatherings,No,Not applicable,18/03/2020
1130,Congo DR,COD,,,Africa,Introduction / extension of measures,Social distancing,Limit public gatherings,No,Not applicable,18/03/2020
1126,Congo DR,COD,,,Africa,Introduction / extension of measures,Movement restrictions,International flights suspension,Yes,Not applicable,20/03/2020
1129,Congo DR,COD,,,Africa,Introduction / extension of measures,Public health measures,Introduction of isolation and quarantine policies,No,Not applicable,20/03/2020
2703,Congo DR,COD,,,Africa,Introduction / extension of measures,Governance and socio-economic measures,State of emergency declared,No,Not applicable,25/03/2020
2704,Congo DR,COD,,,Africa,Introduction / extension of measures,Movement restrictions,Border closure,No,Not applicable,25/03/2020
2705,Congo DR,COD,,,Africa,Introduction / extension of measures,Movement restrictions,Domestic travel restrictions,No,Not applicable,25/03/2020
2706,Congo DR,COD,,,Africa,Introduction / extension of measures,Social distancing,Limit public gatherings,No,Not applicable,25/03/2020
2707,Congo DR,COD,Kinshasa,,Africa,Introduction / extension of measures,Lockdown,Partial lockdown,No,Not applicable,28/03/2020
3971,Costa Rica,CRI,,,Americas,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,No,Not applicable,14/03/2020
1160,Costa Rica,CRI,,,Americas,Introduction / extension of measures,Social distancing,Limit public gatherings,No,Not applicable,15/03/2020
1158,Costa Rica,CRI,,,Americas,Introduction / extension of measures,Public health measures,Introduction of isolation and quarantine policies,No,Not applicable,16/03/2020
1159,Costa Rica,CRI,,,Americas,Introduction / extension of measures,Governance and socio-economic measures,State of emergency declared,No,Not applicable,16/03/2020
1161,Costa Rica,CRI,,,Americas,Introduction / extension of measures,Social distancing,Schools closure,No,Not applicable,16/03/2020
1131,Costa Rica,CRI,,,Americas,Introduction / extension of measures,Movement restrictions,Border closure,Yes,Not applicable,18/03/2020
1162,Costa Rica,CRI,,,Americas,Introduction / extension of measures,Public health measures,Strengthening the public health system,No,Not applicable,18/03/2020
2709,Costa Rica,CRI,,,Americas,Introduction / extension of measures,Movement restrictions,Domestic travel restrictions,No,Fines,23/03/2020
2708,Costa Rica,CRI,,,Americas,Introduction / extension of measures,Movement restrictions,Visa restrictions,No,Refusal to enter the country,24/03/2020
3967,Costa Rica,CRI,,,Americas,Introduction / extension of measures,Movement restrictions,Domestic travel restrictions,No,Not applicable,27/03/2020
2710,Costa Rica,CRI,,,Americas,Introduction / extension of measures,Movement restrictions,International flights suspension,No,Not applicable,30/03/2020
3968,Costa Rica,CRI,,,Americas,Introduction / extension of measures,Movement restrictions,Domestic travel restrictions,No,Not applicable,03/04/2020
3969,Costa Rica,CRI,,,Americas,Introduction / extension of measures,Movement restrictions,Domestic travel restrictions,No,Not applicable,03/04/2020
3970,Costa Rica,CRI,,,Americas,Introduction / extension of measures,Movement restrictions,Domestic travel restrictions,No,Not applicable,08/04/2020
99,Costa Rica,CRI,,,Americas,Introduction / extension of measures,Public health measures,Introduction of isolation and quarantine policies,Yes,Not applicable,
440,Croatia,HRV,,,Europe,Introduction / extension of measures,Public health measures,General recommendations,No,Not applicable,01/03/2020
429,Croatia,HRV,,,Europe,Introduction / extension of measures,Public health measures,General recommendations,Yes,Not applicable,03/03/2020
426,Croatia,HRV,,,Europe,Introduction / extension of measures,Public health measures,Introduction of isolation and quarantine policies,Yes,Not applicable,12/03/2020
947,Croatia,HRV,,,Europe,Introduction / extension of measures,Governance and socio-economic measures,Emergency administrative structures activated or established,No,Not applicable,12/03/2020
942,Croatia,HRV,,,Europe,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,No,Not applicable,15/03/2020
434,Croatia,HRV,,,Europe,Introduction / extension of measures,Social distancing,Schools closure,No,Not applicable,16/03/2020
943,Croatia,HRV,,,Europe,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,No,Not applicable,17/03/2020
941,Croatia,HRV,,,Europe,Introduction / extension of measures,Movement restrictions,Border closure,No,Not applicable,19/03/2020
945,Croatia,HRV,,,Europe,Introduction / extension of measures,Social distancing,Limit public gatherings,No,Not available,19/03/2020
946,Croatia,HRV,,,Europe,Introduction / extension of measures,Social distancing,Public services closure,No,Not available,19/03/2020
948,Croatia,HRV,,,Europe,Introduction / extension of measures,Public health measures,Strengthening the public health system,No,Not applicable,19/03/2020
2929,Croatia,HRV,,,Europe,Introduction / extension of measures,Public health measures,Strengthening the public health system,No,Not applicable,20/03/2020
2927,Croatia,HRV,,,Europe,Introduction / extension of measures,Public health measures,Strengthening the public health system,No,Not applicable,21/03/2020
2924,Croatia,HRV,,,Europe,Introduction / extension of measures,Social distancing,Public services closure,No,Not applicable,22/03/2020
2925,Croatia,HRV,,,Europe,Introduction / extension of measures,Movement restrictions,Domestic travel restrictions,No,Not applicable,23/03/2020
2928,Croatia,HRV,,,Europe,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,Yes,Not applicable,23/03/2020
944,Croatia,HRV,,,Europe,Introduction / extension of measures,Public health measures,Introduction of isolation and quarantine policies,No,fines,
2926,Croatia,HRV,,,Europe,Introduction / extension of measures,Movement restrictions,Surveillance and monitoring,No,fines,
142,Cte d'Ivoire,CIV,,,Africa,Introduction / extension of measures,Public health measures,Health screenings in airports and border crossings,No,Not applicable,02/01/2020
215,Cte d'Ivoire,CIV,,,Africa,Introduction / extension of measures,Public health measures,Introduction of isolation and quarantine policies,Yes,Not applicable,12/03/2020
1464,Cte d'Ivoire,CIV,,,Africa,Introduction / extension of measures,Social distancing,Schools closure,No,Not applicable,16/03/2020
1458,Cte d'Ivoire,CIV,,,Africa,Introduction / extension of measures,Social distancing,Limit public gatherings,No,,18/03/2020
1459,Cte d'Ivoire,CIV,,,Africa,Introduction / extension of measures,Social distancing,Limit public gatherings,No,,18/03/2020
1463,Cte d'Ivoire,CIV,,,Africa,Introduction / extension of measures,Social distancing,Limit public gatherings,No,Not applicable,18/03/2020
1455,Cte d'Ivoire,CIV,,,Africa,Introduction / extension of measures,Movement restrictions,Visa restrictions,Yes,,19/03/2020
1456,Cte d'Ivoire,CIV,,,Africa,Introduction / extension of measures,Movement restrictions,International flights suspension,No,,22/03/2020
1457,Cte d'Ivoire,CIV,,,Africa,Introduction / extension of measures,Movement restrictions,Border closure,No,,22/03/2020
2713,Cte d'Ivoire,CIV,,,Africa,Introduction / extension of measures,Social distancing,Limit public gatherings,No,Not applicable,23/03/2020
2711,Cte d'Ivoire,CIV,,,Africa,Introduction / extension of measures,Movement restrictions,Curfews,No,Not available,24/03/2020
2712,Cte d'Ivoire,CIV,,,Africa,Introduction / extension of measures,Movement restrictions,Domestic travel restrictions,No,Not available,26/03/2020
3177,Cte d'Ivoire,CIV,,,Africa,Introduction / extension of measures,Movement restrictions,Checkpoints within the country,No,Not available,30/03/2020
3972,Cte d'Ivoire,CIV,,,Africa,Introduction / extension of measures,Public health measures,Strengthening the public health system,No,Not applicable,31/03/2020
3973,Cte d'Ivoire,CIV,,,Africa,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,Yes,Not applicable,01/04/2020
3974,Cte d'Ivoire,CIV,,,Africa,Introduction / extension of measures,Social distancing,Public services closure,No,Not applicable,04/04/2020
1466,Cuba,CUB,,,Americas,Introduction / extension of measures,Public health measures,Awareness campaigns,No,Not applicable,18/02/2020
1465,Cuba,CUB,,,Americas,Introduction / extension of measures,Public health measures,Strengthening the public health system,No,Not applicable,28/02/2020
1467,Cuba,CUB,,,Americas,Introduction / extension of measures,Governance and socio-economic measures,Military deployment,No,Not applicable,09/03/2020
1468,Cuba,CUB,,,Americas,Introduction / extension of measures,Public health measures,Health screenings in airports and border crossings,No,Not applicable,09/03/2020
1473,Cuba,CUB,,,Americas,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,No,Not applicable,20/03/2020
2700,Cuba,CUB,,,Americas,Introduction / extension of measures,Movement restrictions,Domestic travel restrictions,Yes,Not available,23/03/2020
1469,Cuba,CUB,,,Americas,Introduction / extension of measures,Public health measures,Introduction of isolation and quarantine policies,Yes,Not applicable,24/03/2020
1470,Cuba,CUB,,,Americas,Introduction / extension of measures,Movement restrictions,Border closure,Yes,Not applicable,24/03/2020
1471,Cuba,CUB,,,Americas,Introduction / extension of measures,Public health measures,Strengthening the public health system,No,Not applicable,24/03/2020
1472,Cuba,CUB,,,Americas,Introduction / extension of measures,Social distancing,Limit public gatherings,No,Not applicable,24/03/2020
2714,Cuba,CUB,,,Americas,Introduction / extension of measures,Public health measures,General recommendations,No,Not applicable,26/03/2020
3729,Cuba,CUB,,,Americas,Introduction / extension of measures,Movement restrictions,International flights suspension,No,Not applicable,01/04/2020
3730,Cuba,CUB,,,Americas,Introduction / extension of measures,Movement restrictions,Border closure,No,Not applicable,01/04/2020
3731,Cuba,CUB,,,Americas,Introduction / extension of measures,Public health measures,Testing policy,No,Not applicable,01/04/2020
3732,Cuba,CUB,,,Americas,Introduction / extension of measures,Public health measures,Introduction of isolation and quarantine policies,No,Not applicable,01/04/2020
3733,Cuba,CUB,Havana,,Americas,Introduction / extension of measures,Public health measures,Introduction of isolation and quarantine policies,No,Not applicable,03/04/2020
2221,Cyprus,CYP,,,Europe,Introduction / extension of measures,Public health measures,Health screenings in airports and border crossings,Yes,Not applicable,07/03/2020
220,Cyprus,CYP,,,Europe,Introduction / extension of measures,Social distancing,Schools closure,No,Not applicable,09/03/2020
218,Cyprus,CYP,,,Europe,Introduction / extension of measures,Movement restrictions,Border closure,Yes,Not applicable,15/03/2020
221,Cyprus,CYP,,,Europe,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,Yes,Not applicable,15/03/2020
222,Cyprus,CYP,,,Europe,Introduction / extension of measures,Movement restrictions,Additional health/documents requirements upon arrival,Yes,Not applicable,15/03/2020
223,Cyprus,CYP,,,Europe,Introduction / extension of measures,Public health measures,Introduction of isolation and quarantine policies,No,Not applicable,15/03/2020
224,Cyprus,CYP,,,Europe,Introduction / extension of measures,Social distancing,Limit public gatherings,No,Not applicable,15/03/2020
225,Cyprus,CYP,,,Europe,Introduction / extension of measures,Public health measures,Awareness campaigns,No,Not applicable,15/03/2020
1167,Cyprus,CYP,,,Europe,Introduction / extension of measures,Governance and socio-economic measures,State of emergency declared,No,,15/03/2020
1168,Cyprus,CYP,,,Europe,Introduction / extension of measures,Social distancing,Public services closure,Yes,,16/03/2020
3857,Cyprus,CYP,,,Europe,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,Yes,Not applicable,16/03/2020
1170,Cyprus,CYP,,,Europe,Introduction / extension of measures,Public health measures,Strengthening the public health system,No,,20/03/2020
1170,Cyprus,CYP,,,Europe,Introduction / extension of measures,Movement restrictions,International flights suspension,No,,21/03/2020
2222,Cyprus,CYP,,,Europe,Introduction / extension of measures,Movement restrictions,Curfews,Yes,Not applicable,23/03/2020
2224,Cyprus,CYP,,,Europe,Introduction / extension of measures,Movement restrictions,Domestic travel restrictions,No,Not applicable,23/03/2020
2223,Cyprus,CYP,,,Europe,Introduction / extension of measures,Governance and socio-economic measures,Emergency administrative structures activated or established,No,Not applicable,24/03/2020
2980,Cyprus,CYP,,,Europe,Introduction / extension of measures,Lockdown,Partial lockdown,No,Not available,24/03/2020
3851,Cyprus,CYP,,,Europe,Introduction / extension of measures,Movement restrictions,Domestic travel restrictions,No,Fines,24/03/2020
3858,Cyprus,CYP,,,Europe,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,No,Not applicable,29/03/2020
3859,Cyprus,CYP,,,Europe,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,Yes,Not applicable,29/03/2020
3850,Cyprus,CYP,,,Europe,Introduction / extension of measures,Movement restrictions,Curfews,No,Fines,31/03/2020
3856,Cyprus,CYP,,,Europe,Introduction / extension of measures,Public health measures,Strengthening the public health system,Yes,Not applicable,31/03/2020
3854,Cyprus,CYP,,,Europe,Introduction / extension of measures,Public health measures,Strengthening the public health system,No,Not applicable,02/04/2020
3853,Cyprus,CYP,,,Europe,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,No,Not applicable,03/04/2020
3855,Cyprus,CYP,,,Europe,Introduction / extension of measures,Movement restrictions,International flights suspension,No,Not available,04/04/2020
3852,Cyprus,CYP,,,Europe,Introduction / extension of measures,Social distancing,Public services closure,No,Not applicable,06/04/2020
450,Czech Republic,CZE,,,Europe,Introduction / extension of measures,Public health measures,Health screenings in airports and border crossings,No,Not applicable,12/03/2020
451,Czech Republic,CZE,,,Europe,Introduction / extension of measures,Public health measures,Introduction of isolation and quarantine policies,Yes,Not applicable,12/03/2020
452,Czech Republic,CZE,,,Europe,Introduction / extension of measures,Social distancing,Schools closure,No,Not applicable,12/03/2020
453,Czech Republic,CZE,,,Europe,Introduction / extension of measures,Social distancing,Limit public gatherings,No,Not applicable,12/03/2020
455,Czech Republic,CZE,,,Europe,Introduction / extension of measures,Governance and socio-economic measures,State of emergency declared,No,Not applicable,12/03/2020
456,Czech Republic,CZE,,,Europe,Introduction / extension of measures,Lockdown,Partial lockdown,Yes,Not applicable,16/03/2020
457,Czech Republic,CZE,,,Europe,Introduction / extension of measures,Movement restrictions,Border closure,No,Not applicable,16/03/2020
2933,Czech Republic,CZE,,,Europe,Introduction / extension of measures,Social distancing,Public services closure,No,Not applicable,16/03/2020
949,Czech Republic,CZE,Prague,,Europe,Introduction / extension of measures,Social distancing,Limit public gatherings,No,fines,18/03/2020
952,Czech Republic,CZE,,,Europe,Introduction / extension of measures,Social distancing,Public services closure,No,Not applicable,18/03/2020
2934,Czech Republic,CZE,,,Europe,Introduction / extension of measures,Governance and socio-economic measures,Limit product imports/exports,No,Not applicable,18/03/2020
951,Czech Republic,CZE,,,Europe,Introduction / extension of measures,Social distancing,Limit public gatherings,Yes,Not available,19/03/2020
953,Czech Republic,CZE,,,Europe,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,Yes,Not applicable,19/03/2020
1008,Czech Republic,CZE,,,Europe,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,No,Not applicable,19/03/2020
1010,Czech Republic,CZE,,,Europe,Introduction / extension of measures,Public health measures,Strengthening the public health system,No,Not applicable,19/03/2020
1011,Czech Republic,CZE,,,Europe,Introduction / extension of measures,Movement restrictions,Surveillance and monitoring,Yes,Not available,19/03/2020
1009,Czech Republic,CZE,,,Europe,Introduction / extension of measures,Movement restrictions,Additional health/documents requirements upon arrival,Yes,Not applicable,21/03/2020
2939,Czech Republic,CZE,,,Europe,Introduction / extension of measures,Movement restrictions,Additional health/documents requirements upon arrival,Yes,Not applicable,21/03/2020
2954,Czech Republic,CZE,,,Europe,Introduction / extension of measures,Public health measures,Strengthening the public health system,No,Not applicable,22/03/2020
2949,Czech Republic,CZE,,,Europe,Introduction / extension of measures,Social distancing,Public services closure,No,Not applicable,23/03/2020
2953,Czech Republic,CZE,,,Europe,Introduction / extension of measures,Public health measures,Strengthening the public health system,No,Not applicable,23/03/2020
2955,Czech Republic,CZE,,,Europe,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,No,Not applicable,23/03/2020
2935,Czech Republic,CZE,,,Europe,Introduction / extension of measures,Social distancing,Limit public gatherings,Yes,Not applicable,25/03/2020
2952,Czech Republic,CZE,,,Europe,Introduction / extension of measures,Public health measures,Strengthening the public health system,No,Not applicable,25/03/2020
2931,Czech Republic,CZE,,,Europe,Introduction / extension of measures,Social distancing,Limit public gatherings,No,Not available,26/03/2020
2932,Czech Republic,CZE,,,Europe,Introduction / extension of measures,Social distancing,Public services closure,Yes,Not applicable,26/03/2020
2941,Czech Republic,CZE,,,Europe,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,No,Not applicable,26/03/2020
2942,Czech Republic,CZE,,,Europe,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,No,Not applicable,26/03/2020
2943,Czech Republic,CZE,,,Europe,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,No,Not applicable,26/03/2020
2944,Czech Republic,CZE,,,Europe,Introduction / extension of measures,Public health measures,Psychological assistance and medical social work,No,Not applicable,26/03/2020
2947,Czech Republic,CZE,,,Europe,Introduction / extension of measures,Public health measures,Psychological assistance and medical social work,No,Not applicable,26/03/2020
2948,Czech Republic,CZE,,,Europe,Introduction / extension of measures,Public health measures,Strengthening the public health system,No,Not applicable,26/03/2020
2950,Czech Republic,CZE,,,Europe,Introduction / extension of measures,Public health measures,Strengthening the public health system,No,Not applicable,26/03/2020
2951,Czech Republic,CZE,,,Europe,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,No,Not applicable,26/03/2020
2945,Czech Republic,CZE,,,Europe,Introduction / extension of measures,Public health measures,Strengthening the public health system,No,Not applicable,27/03/2020
2946,Czech Republic,CZE,,,Europe,Introduction / extension of measures,Public health measures,Testing policy,No,Not applicable,27/03/2020
3825,Czech republic,CZE,,,Europe,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,No,Not applicable,30/03/2020
3826,Czech republic,CZE,,,Europe,Introduction / extension of measures,Public health measures,Introduction of isolation and quarantine policies,No,Not applicable,30/03/2020
3827,Czech republic,CZE,,,Europe,Introduction / extension of measures,Public health measures,Strengthening the public health system,No,Not applicable,30/03/2020
3828,Czech republic,CZE,,,Europe,Introduction / extension of measures,Public health measures,Strengthening the public health system,Yes,Not applicable,30/03/2020
3829,Czech republic,CZE,,,Europe,Introduction / extension of measures,Movement restrictions,Surveillance and monitoring,No,Not applicable,30/03/2020
950,Czech Republic,CZE,,,Europe,Introduction / extension of measures,Social distancing,Limit public gatherings,No,Not available,
2930,Czech Republic,CZE,,,Europe,Introduction / extension of measures,Public health measures,General recommendations,Yes,Not applicable,
2936,Czech Republic,CZE,,,Europe,Introduction / extension of measures,Movement restrictions,Border closure,Yes,Not applicable,
2937,Czech Republic,CZE,,,Europe,Introduction / extension of measures,Public health measures,Introduction of isolation and quarantine policies,Yes,fines,
2938,Czech Republic,CZE,,,Europe,Introduction / extension of measures,Movement restrictions,Visa restrictions,No,Not applicable,
2940,Czech Republic,CZE,,,Europe,Introduction / extension of measures,Public health measures,Introduction of isolation and quarantine policies,Yes,fines,
2960,Czech Republic,CZE,,,Europe,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,No,Not applicable,
1296,Denmark,DNK,,,Europe,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,No,Not applicable,27/02/2020
4478,Denmark,DNK,,,Europe,Introduction / extension of measures,Public health measures,Introduction of isolation and quarantine policies,Yes,Not available,04/03/2020
1313,Denmark,DNK,,,Europe,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,No,Not applicable,09/03/2020
471,Denmark,DNK,,,Europe,Introduction / extension of measures,Social distancing,Schools closure,No,Not applicable,11/03/2020
1292,Denmark,DNK,,,Europe,Introduction / extension of measures,Movement restrictions,Surveillance and monitoring,No,Not applicable,12/03/2020
466,Denmark,DNK,,,Europe,Introduction / extension of measures,Public health measures,General recommendations,Yes,Not applicable,13/03/2020
479,Denmark,DNK,,,Europe,Introduction / extension of measures,Social distancing,Limit public gatherings,No,Not applicable,13/03/2020
4477,Denmark,DNK,,,Europe,Introduction / extension of measures,Social distancing,Public services closure,Yes,Not available,13/03/2020
458,Denmark,DNK,,,Europe,Introduction / extension of measures,Movement restrictions,Border closure,Yes,Not applicable,14/03/2020
1290,Denmark,DNK,,,Europe,Introduction / extension of measures,Movement restrictions,Additional health/documents requirements upon arrival,Yes,Not applicable,14/03/2020
472,Denmark,DNK,,,Europe,Introduction / extension of measures,Social distancing,Public services closure,Yes,Not applicable,16/03/2020
1314,Denmark,DNK,,,Europe,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,No,Not applicable,17/03/2020
1639,Denmark,DNK,,,Europe,Introduction / extension of measures,Public health measures,Awareness campaigns,Yes,Not applicable,17/03/2020
1284,Denmark,DNK,,,Europe,Introduction / extension of measures,Social distancing,Limit public gatherings,No,fines,18/03/2020
1285,Denmark,DNK,,,Europe,Introduction / extension of measures,Social distancing,Limit public gatherings,No,fines,18/03/2020
1288,Denmark,DNK,,,Europe,Introduction / extension of measures,Social distancing,Limit public gatherings,No,Not applicable,18/03/2020
1291,Denmark,DNK,,,Europe,Introduction / extension of measures,Social distancing,Changes in prison-related policies,No,Not applicable,18/03/2020
1315,Denmark,DNK,,,Europe,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,No,Not applicable,18/03/2020
1293,Denmark,DNK,,,Europe,Introduction / extension of measures,Public health measures,Strengthening the public health system,Yes,Not applicable,19/03/2020
2971,Denmark,DNK,,,Europe,Introduction / extension of measures,Public health measures,testing policy,No,not applicable,22/03/2020
2972,Denmark,DNK,,,Europe,Introduction / extension of measures,Public health measures,Strengthening the public health system,No ,not applicable,22/03/2020
2973,Denmark,DNK,,,Europe,Introduction / extension of measures,Social distancing,limit public gatherings,Yes,not available,22/03/2020
2976,Denmark,DNK,,,Europe,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,Yes,not applicable,22/03/2020
2969,Denmark,DNK,,,Europe,Introduction / extension of measures,Public health measures,Strengthening the public health system,No,Not applicable,23/03/2020
2966,Denmark,DNK,,,Europe,Introduction / extension of measures,Public health measures,Strengthening the public health system,No,Not applicable,24/03/2020
2967,Denmark,DNK,,,Europe,Introduction / extension of measures,Public health measures,Strengthening the public health system,No,Not applicable,24/03/2020
2968,Denmark,DNK,,,Europe,Introduction / extension of measures,Public health measures,Strengthening the public health system,Yes,Not applicable,24/03/2020
2970,Denmark,DNK,,,Europe,Introduction / extension of measures,Public health measures,General recommendations,Yes,Not applicable,24/03/2020
2975,Denmark,DNK,,,Europe,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,No,not applicable,24/03/2020
2964,Denmark,DNK,,,Europe,Introduction / extension of measures,Public health measures,Testing policy,No,Not applicable,25/03/2020
2965,Denmark,DNK,,,Europe,Introduction / extension of measures,Public health measures,Psychological assistance and medical social work,No,Not applicable,25/03/2020
2974,Denmark,DNK,,,Europe,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,No,not applicable,26/03/2020
2977,Denmark,DNK,,,Europe,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,No,not applicable,26/03/2020
2961,Denmark,DNK,,,Europe,Introduction / extension of measures,Public health measures,Strengthening the public health system,No,Not applicable,27/03/2020
2962,Denmark,DNK,,,Europe,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,Yes,Not applicable,27/03/2020
2963,Denmark,DNK,,,Europe,Introduction / extension of measures,Public health measures,Strengthening the public health system,No,Not applicable,27/03/2020
3844,Denmark,DNK,,,Europe,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,No,Not applicable,30/03/2020
3837,Denmark,DNK,,,Europe,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,No,Not applicable,31/03/2020
3838,Denmark,DNK,,,Europe,Introduction / extension of measures,Public health measures,Awareness campaigns,No,Not applicable,31/03/2020
3843,Denmark,DNK,,,Europe,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,No,Not applicable,31/03/2020
3834,Denmark,DNK,,,Europe,Introduction / extension of measures,Public health measures,Testing policy,No,Not applicable,01/04/2020
3835,Denmark,DNK,,,Europe,Introduction / extension of measures,Public health measures,strengthening the public health system,No,Not applicable,01/04/2020
3836,Denmark,DNK,,,Europe,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,Yes,Not applicable,01/04/2020
3841,Denmark,DNK,,,Europe,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,No,Not applicable,01/04/2020
3833,Denmark,DNK,,,Europe,Introduction / extension of measures,Public health measures,Strengthening the public health system,No,Not applicable,02/04/2020
3840,Denmark,DNK,,,Europe,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,No,Not applicable,02/04/2020
3842,Denmark,DNK,,,Europe,Introduction / extension of measures,Public health measures,Strengthening the public health system,No,Not applicable,02/04/2020
3830,Denmark,DNK,,,Europe,Introduction / extension of measures,Public health measures,General recommendations,No,Not applicable,03/04/2020
3831,Denmark,DNK,,,Europe,Introduction / extension of measures,Public health measures,Strengthening the public health system,Yes,Not applicable,03/04/2020
3839,Denmark,DNK,,,Europe,Introduction / extension of measures,Social distancing,Limit public gatherings,Yes,Not applicable,03/04/2020
3832,Denmark,DNK,,,Europe,Introduction / extension of measures,Public health measures,General recommendations,No,Not applicable,04/04/2020
1286,Denmark,DNK,,,Europe,Introduction / extension of measures,Public health measures,General recommendations,Yes,Not available,
1289,Denmark,DNK,,,Europe,Introduction / extension of measures,Public health measures,General recommendations,No,Not applicable,
4479,Denmark,DNK,,,Europe,Introduction / extension of measures,Public health measures,Health screenings in airports and border crossings,Yes,Not available,
467,Djibouti,DJI,,,Africa,Introduction / extension of measures,Movement restrictions,International flights suspension,No,Not applicable,18/03/2020
906,Djibouti,DJI,,,Africa,Introduction / extension of measures,Public health measures,Strengthening the public health system,No,,18/03/2020
465,Djibouti,DJI,,,Africa,Introduction / extension of measures,Public health measures,Health screenings in airports and border crossings,No,Not applicable,
2524,Dominica,DMA,,,Americas,Introduction / extension of measures,Public health measures,Awareness campaigns,No,Not applicable,24/01/2020
2515,Dominica,DMA,,,Americas,Introduction / extension of measures,Public health measures,Strengthening the public health system,No,Not applicable,29/01/2020
2516,Dominica,DMA,,,Americas,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,Yes,Not applicable,29/01/2020
2528,Dominica,DMA,,,Americas,Introduction / extension of measures,Public health measures,Strengthening the public health system,Yes,Not applicable,11/02/2020
2527,Dominica,DMA,,,Americas,Introduction / extension of measures,Public health measures,Strengthening the public health system,Yes,Not applicable,15/02/2020
2517,Dominica,DMA,,,Americas,Introduction / extension of measures,Governance and socio-economic measures,Emergency administrative structures activated or established,Yes,Not applicable,03/03/2020
2526,Dominica,DMA,,,Americas,Introduction / extension of measures,Movement restrictions,Surveillance and monitoring,Yes,Not applicable,05/03/2020
2525,Dominica,DMA,,,Americas,Introduction / extension of measures,Public health measures,Awareness campaigns,No,Not available,06/03/2020
2530,Dominica,DMA,,,Americas,Introduction / extension of measures,Public health measures,Strengthening the public health system,Yes,Not applicable,06/03/2020
2518,Dominica,DMA,,,Americas,Introduction / extension of measures,Public health measures,Awareness campaigns,No,Not applicable,13/03/2020
2529,Dominica,DMA,,,Americas,Introduction / extension of measures,Governance and socio-economic measures,Emergency administrative structures activated or established,Yes,Not applicable,16/03/2020
2531,Dominica,DMA,,,Americas,Introduction / extension of measures,Public health measures,Strengthening the public health system,No,Not applicable,20/03/2020
2519,Dominica,DMA,,,Americas,Introduction / extension of measures,Governance and socio-economic measures,Emergency administrative structures activated or established,No,Not applicable,23/03/2020
2522,Dominica,DMA,,,Americas,Introduction / extension of measures,Public health measures,Introduction of isolation and quarantine policies,Yes,Not available,25/03/2020
2523,Dominica,DMA,,,Americas,Introduction / extension of measures,Movement restrictions,Surveillance and monitoring,Yes,Not available,25/03/2020
2520,Dominica,DMA,,,Americas,Introduction / extension of measures,Public health measures,Strengthening the public health system,Yes,Not applicable,26/03/2020
2521,Dominica,DMA,,,Americas,Introduction / extension of measures,Movement restrictions,Border closure,No,Refusal to enter the country,26/03/2020
226,Dominica,DMA,,,Americas,Introduction / extension of measures,Movement restrictions,International flights suspension,Yes,Not applicable,
